Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1	0.0	125.33	Neural Network (Specific Model)	11	0.903	10216	332.6404406458048	272086250	0.43	246638	35882	55146	None
10	75.05	38.12	Gradient Boost (General Model)	11	0.894	2500	275.70067941620533	7338005	0.44	7948	2494	19809	None
1009	12.62	0.02	Neural Network (Specific Model)	11	0.895	14675	284.30094043887146	605647	0.38	638	50	21116	None
101	66.25	0.85	Neural Network (Specific Model)	11	0.871	8432	295.4761388286334	1874044	0.64	1844	311	40506	None
102	84.26	21.6	Neural Network (Specific Model)	11	0.875	11289	299.47412457390766	3306598	0.56	3227	400	51673	None
1038	11.1	0.49	Neural Network (Specific Model)	11	0.923	26019	301.9776357827476	305733	0.51	313	19	49789	None
104	85.26	72.26	Neural Network (Specific Model)	11	0.903	12095	281.17045143638853	3406586	0.31	3655	363	44460	None
105	32.92	8.84	Neural Network (Specific Model)	11	0.851	7941	264.45545617173525	2596409	0.41	2795	378	29786	None
106	9.04	0.19	Neural Network (Specific Model)	11	0.868	3730	255.19082125603865	364013	0.35	414	100	10192	None
107	75.81	2.07	Gradient Boost (General Model)	11	0.814	9102	296.8674816625917	2233653	0.53	2045	335	34017	None
108	71.51	5.59	Neural Network (Specific Model)	11	0.859	8058	305.6459833795014	1923198	0.59	1805	330	29101	None
11	19.11	107.91	Neural Network (Specific Model)	11	0.879	9247	271.39872718666174	17582478	0.41	19013	2533	36752	None
110	29.44	6.73	Neural Network (Specific Model)	11	0.846	2885	218.56469679412902	2000000	0.4	2589	592	13597	None
111	19.55	6.4	Neural Network (Specific Model)	11	0.829	10612	223.6246220302376	1866452	0.5	2315	232	41371	None
112	15.09	1.14	Neural Network (Specific Model)	11	0.904	2541	260.75	417929	0.32	484	130	10004	None
113	54.6	14.25	Gradient Boost (General Model)	11	0.896	5484	254.46764819837273	2195080	0.35	2581	484	22026	None
114	39.49	7.8	Neural Network (Specific Model)	11	0.859	4164	270.05752840909093	1324993	0.57	1408	328	21758	None
115	82.81	0.15	Gradient Boost (General Model)	11	0.884	7515	283.86396050466266	1754055	0.48	1823	307	28705	None
1158	15.79	0.02	Neural Network (Specific Model)	11	0.883	25459	330.6166666666667	470815	0.42	420	24	45593	None
117	37.39	13.55	Neural Network (Specific Model)	11	0.899	2500	266.22727272727275	994816	0.43	1122	311	24304	None
119	23.56	1.41	Neural Network (Specific Model)	11	0.884	2500	248.24182242990653	719586	0.59	856	273	4964	None
12	94.55	108.22	Neural Network (Specific Model)	11	0.894	8114	287.2351278790448	13610011	0.42	14154	2248	36978	None
120	83.69	4.78	Neural Network (Specific Model)	11	0.875	8689	288.9074525085241	2029238	0.54	2053	313	46008	None
121	59.29	7.12	Gradient Boost (General Model)	11	0.854	10313	267.24608408903543	2269873	0.47	2426	262	34970	None
122	23.72	13.74	Neural Network (Specific Model)	11	0.893	11649	269.62834775442934	2185930	0.49	2427	268	36853	None
124	37.76	9.55	Neural Network (Specific Model)	11	0.869	2500	266.57116451016634	994472	0.59	1082	335	11108	None
125	34.05	4.52	Neural Network (Specific Model)	11	0.884	2500	261.67496029645315	1673038	0.46	1889	529	15246	None
127	80.23	8.26	Neural Network (Specific Model)	11	0.89	8366	276.17697686928454	1728351	0.45	1859	277	24150	None
128	33.52	0.33	Neural Network (Specific Model)	11	0.882	4014	244.69529411764705	705084	0.55	850	178	15453	None
13	93.5	96.26	Neural Network (Specific Model)	11	0.895	10549	329.3175730902232	17538213	0.59	15905	2022	47390	None
130	21.09	3.1	Neural Network (Specific Model)	11	0.875	2500	251.54545454545453	700161	0.48	814	251	10421	None
131	75.3	4.52	Neural Network (Specific Model)	11	0.874	10394	306.566568914956	1791922	0.61	1705	233	30307	None
132	76.68	4.3	Neural Network (Specific Model)	11	0.894	8568	320.22034956304617	1718876	0.48	1602	281	25877	None
134	24.7	0.58	Neural Network (Specific Model)	11	0.893	3420	280.7671755725191	987355	0.48	1048	269	19231	None
135	19.36	0.22	Neural Network (Specific Model)	11	0.899	2500	273.16812865497076	622193	0.43	684	195	18112	None
138	17.12	1.35	Neural Network (Specific Model)	11	0.901	2500	287.50043591979073	1094825	0.35	1147	357	11599	None
139	37.63	0.79	Neural Network (Specific Model)	11	0.876	5558	272.559375	894512	0.4	960	195	25851	None
14	44.7	14.4	Neural Network (Specific Model)	11	0.86	6266	246.9630681818182	2118259	0.37	2464	393	18667	None
140	36.47	0.03	Neural Network (Specific Model)	11	0.852	6841	262.67938237965484	1016860	0.28	1101	190	25219	None
141	75.77	30.49	Gradient Boost (General Model)	11	0.876	10039	336.8475282906492	1933674	0.61	1679	207	28431	None
143	69.11	0.71	Neural Network (Specific Model)	11	0.893	8371	323.04555010511564	1546413	0.65	1427	217	31739	None
146	69.18	12.0	Gradient Boost (General Model)	11	0.894	9892	285.0980707395498	1779549	0.43	1866	245	43357	None
147	30.34	10.05	Neural Network (Specific Model)	11	0.895	12991	292.69765561843167	1211858	0.32	1237	141	34595	None
148	20.73	5.1	Neural Network (Specific Model)	11	0.865	2500	266.6519944979367	670632	0.58	727	229	10851	None
15	13.2	2.6	Neural Network (Specific Model)	11	0.861	2500	224.20662983425413	705609	0.4	905	264	5228	None
150	11.05	1.64	Neural Network (Specific Model)	11	0.887	2500	244.59264705882353	561224	0.51	680	207	6068	None
151	31.75	3.46	Neural Network (Specific Model)	11	0.901	6169	290.65	714856	0.39	740	151	31953	None
152	10.1	0.21	Neural Network (Specific Model)	11	0.867	2500	232.65011037527594	726430	0.56	906	244	19170	None
155	19.52	0.54	Neural Network (Specific Model)	11	0.886	2500	253.26357466063348	755723	0.49	884	273	9535	None
157	14.5	3.05	Neural Network (Specific Model)	11	0.875	6911	248.60474978795588	1001824	0.61	1179	181	29208	None
158	19.87	2.5	Neural Network (Specific Model)	11	0.9	4064	255.58781362007167	947452	0.49	1116	241	16177	None
159	22.54	2.08	Neural Network (Specific Model)	11	0.828	2760	225.42598509052183	765432	0.35	939	225	17872	None
160	29.41	3.85	Neural Network (Specific Model)	11	0.867	6282	277.13436123348015	868800	0.36	908	177	24410	None
161	15.23	2.68	Neural Network (Specific Model)	11	0.874	3246	271.6264705882353	632341	0.46	680	179	13600	None
162	12.13	5.65	Neural Network (Specific Model)	11	0.903	2787	305.53877551020406	744857	0.39	735	233	10423	None
164	68.87	14.44	Gradient Boost (General Model)	11	0.883	14819	306.07975460122697	2199569	0.5	2119	181	39469	None
165	17.78	1.01	Neural Network (Specific Model)	11	0.836	7442	221.92363344051446	986003	0.39	1244	174	17786	None
166	10.49	0.96	Neural Network (Specific Model)	11	0.887	2500	260.10833333333335	421483	0.51	480	138	10848	None
167	58.35	0.31	Neural Network (Specific Model)	11	0.926	11710	282.5185512367491	1033541	0.32	1132	149	36738	None
168	16.1	16.94	Neural Network (Specific Model)	11	0.908	3748	281.1648780487805	950960	0.55	1025	251	17653	None
169	63.56	1.13	Neural Network (Specific Model)	11	0.878	11058	273.83763530391343	1121711	0.39	1201	151	44552	None
17	7.91	0.01	Neural Network (Specific Model)	11	0.851	6696	214.00862068965517	261074	0.45	348	41	15921	None
170	14.33	1.99	Neural Network (Specific Model)	11	0.887	2500	278.778534923339	552562	0.4	587	178	10178	None
171	42.93	3.68	Neural Network (Specific Model)	11	0.913	10942	285.872634643377	1286685	0.42	1374	176	36240	None
172	29.64	0.75	Neural Network (Specific Model)	11	0.893	11805	304.11704119850185	1089808	0.44	1068	141	43901	None
174	0.0	19.82	Neural Network (Specific Model)	11	0.925	9089	223.33778625954199	379500	0.41	524	55	19378	None
175	16.3	4.56	Neural Network (Specific Model)	11	0.831	2500	215.26216640502355	493718	0.41	637	179	7957	None
176	12.85	2.34	Neural Network (Specific Model)	11	0.89	2500	260.1311475409836	533578	0.42	610	187	7892	None
1760	0.13	20.6	Neural Network (Specific Model)	11	0.903	17631	258.14611872146116	375380	0.41	438	25	27931	None
177	14.83	0.18	Neural Network (Specific Model)	11	0.893	2587	285.00943396226415	405366	0.65	424	128	9250	None
178	10.76	0.44	Neural Network (Specific Model)	11	0.919	2500	289.5388601036269	364330	0.62	386	130	5958	None
18	26.42	3.38	Neural Network (Specific Model)	11	0.888	3395	259.4187370600414	1689730	0.42	1932	464	15734	None
180	3.1	0.0	Neural Network (Specific Model)	11	0.225	5005	83.63687150837988	393313	0.49	358	91	6449	None
181	34.22	4.91	Neural Network (Specific Model)	11	0.876	5891	280.6471571906354	573866	0.6	598	126	16751	None
182	22.28	13.72	Neural Network (Specific Model)	11	0.901	3233	307.24945770065074	470708	0.4	461	131	12113	None
183	20.59	0.01	Neural Network (Specific Model)	11	0.876	6754	249.95850622406638	617070	0.54	723	121	28649	None
184	15.61	0.86	Neural Network (Specific Model)	11	0.872	2500	232.50116009280742	344099	0.35	431	117	8875	None
185	17.78	4.76	Neural Network (Specific Model)	11	0.859	11403	284.2926577042399	956371	0.52	967	103	26116	None
186	10.76	0.42	Neural Network (Specific Model)	11	0.889	2500	247.5062656641604	332498	0.33	399	117	7209	None
187	15.35	5.43	Neural Network (Specific Model)	11	0.812	3722	221.736	714707	0.43	875	196	14519	None
188	12.84	1.56	Neural Network (Specific Model)	11	0.82	5087	205.09727164887306	630631	0.48	843	145	18070	None
189	7.45	0.06	Neural Network (Specific Model)	11	0.843	4306	247.04205607476635	375298	0.34	428	95	14959	None
190	19.5	0.0	Neural Network (Specific Model)	11	0.88	7283	294.303605313093	527852	0.58	527	98	41461	None
191	12.16	0.0	Neural Network (Specific Model)	11	0.889	3632	283.59326424870466	368977	0.42	386	100	27798	None
193	14.42	0.23	Neural Network (Specific Model)	11	0.895	3503	321.2428884026258	491323	0.5	457	124	40412	None
194	21.88	1.1	Neural Network (Specific Model)	11	0.873	6445	215.36750788643533	466656	0.34	634	91	24202	None
195	9.03	0.03	Neural Network (Specific Model)	11	0.905	3965	290.39642857142854	269011	0.52	280	70	13803	None
196	8.04	0.19	Neural Network (Specific Model)	11	0.859	2850	234.6624775583483	455034	0.35	557	140	13457	None
197	0.27	18.67	Neural Network (Specific Model)	11	0.932	5246	355.77030162412996	493611	0.42	431	108	32418	None
199	8.97	0.51	Neural Network (Specific Model)	11	0.868	5728	290.6675531914894	376937	0.63	376	78	16314	None
2	0.01	117.58	Neural Network (Specific Model)	11	0.885	9018	275.4653783189236	72800496	0.42	78188	11058	58860	None
20	94.66	82.81	Neural Network (Specific Model)	11	0.894	9844	293.0245511176255	8027759	0.44	8187	1155	39173	None
200	15.61	3.37	Neural Network (Specific Model)	11	0.905	13289	270.90684253915913	1085630	0.46	1213	114	30687	None
201	8.31	0.0	Neural Network (Specific Model)	11	0.847	2500	225.43642611683848	462966	0.4	582	155	12505	None
202	12.11	0.27	Neural Network (Specific Model)	11	0.906	2500	229.27604166666666	290985	0.39	384	105	8589	None
204	12.55	0.14	Neural Network (Specific Model)	11	0.867	5955	244.9624765478424	448922	0.54	533	80	17921	None
205	9.36	0.01	Neural Network (Specific Model)	11	0.896	2500	264.4503816793893	347307	0.4	393	127	6907	None
206	16.75	4.21	Neural Network (Specific Model)	11	0.899	2576	234.28	292723	0.31	375	90	9166	None
208	57.28	1.29	Neural Network (Specific Model)	11	0.902	13603	300.47026431718064	906156	0.56	908	79	28333	None
209	6.75	6.37	Neural Network (Specific Model)	11	0.894	2723	271.85459940652817	306957	0.49	337	93	14778	None
21	90.94	106.05	Neural Network (Specific Model)	11	0.885	9404	287.68006869380747	9637329	0.39	9899	1389	39996	None
211	15.91	5.49	Neural Network (Specific Model)	11	0.903	2944	250.66504854368932	342407	0.3	412	100	11880	None
212	10.94	0.01	Neural Network (Specific Model)	11	0.915	2675	289.26605504587155	309733	0.62	327	105	7073	None
214	20.81	0.02	Neural Network (Specific Model)	11	0.899	8993	338.4576923076923	586885	0.55	520	95	35405	None
216	5.29	0.07	Neural Network (Specific Model)	11	0.897	2500	243.86980609418282	293521	0.53	361	105	7785	None
217	26.63	2.82	Neural Network (Specific Model)	11	0.873	17099	261.8639551192146	1279113	0.37	1426	90	35856	None
22	14.1	5.94	Neural Network (Specific Model)	11	0.887	3736	233.13636363636363	1329057	0.49	1694	355	25046	None
220	18.91	5.26	Neural Network (Specific Model)	11	0.902	8104	297.811544991511	582257	0.39	589	101	17510	None
222	8.92	0.08	Neural Network (Specific Model)	11	0.853	2500	212.7227138643068	252837	0.54	339	88	8786	None
223	12.25	1.47	Neural Network (Specific Model)	11	0.863	8584	287.3482905982906	466306	0.6	468	64	24013	None
225	15.8	4.53	Neural Network (Specific Model)	11	0.846	4366	316.4891304347826	309469	0.6	276	77	12357	None
226	8.19	0.01	Neural Network (Specific Model)	11	0.891	2500	226.19020172910663	263096	0.36	347	95	8671	None
230	16.03	2.0	Neural Network (Specific Model)	11	0.85	8238	235.41681574239715	463090	0.32	559	82	30103	None
235	6.08	0.13	Neural Network (Specific Model)	11	0.924	3431	343.17670682730926	277357	0.47	249	77	10916	None
236	21.9	0.52	Neural Network (Specific Model)	11	0.897	10169	297.585635359116	539129	0.53	543	67	42566	None
24	92.78	85.76	Neural Network (Specific Model)	11	0.88	10897	277.4946636882601	7606937	0.37	8058	986	48334	None
240	23.19	0.0	Neural Network (Specific Model)	11	0.886	12808	328.0369565217391	510317	0.39	460	59	45346	None
241	36.55	3.69	Neural Network (Specific Model)	11	0.897	18948	309.8834628190899	932154	0.49	901	59	42218	None
246	15.09	0.65	Neural Network (Specific Model)	11	0.842	13045	248.77225433526013	763948	0.31	865	66	37492	None
247	33.19	0.07	Neural Network (Specific Model)	11	0.908	17779	311.6347826086957	1535197	0.46	1495	110	40126	None
248	0.27	21.67	Neural Network (Specific Model)	11	0.9	8291	239.38501291989664	308743	0.51	387	38	19611	None
25	97.96	97.62	Gradient Boost (General Model)	11	0.881	7925	290.3469086616497	6693239	0.45	6777	1111	28543	None
26	50.45	11.33	Neural Network (Specific Model)	11	0.874	2697	256.68877099911583	1987664	0.5	2262	616	19166	None
27	37.24	9.85	Neural Network (Specific Model)	11	0.884	7845	290.72584269662923	876094	0.51	890	129	17522	None
278	12.26	0.24	Neural Network (Specific Model)	11	0.895	11364	311.32710280373834	334533	0.61	321	38	25573	None
290	13.89	0.01	Neural Network (Specific Model)	11	0.928	7733	279.429012345679	292120	0.72	324	47	17400	None
293	22.36	0.07	Neural Network (Specific Model)	11	0.902	15788	291.27149321266967	427540	0.34	442	35	27241	None
297	8.25	2.03	Neural Network (Specific Model)	11	0.598	12078	188.1715976331361	637235	0.43	676	58	31532	None
3	80.52	121.84	Neural Network (Specific Model)	11	0.88	9099	288.0881953076445	50435001	0.5	51488	7358	46509	None
30	24.18	7.49	Neural Network (Specific Model)	11	0.916	2500	292.9497584541063	991766	0.42	1035	354	8775	None
303	5.06	0.12	Neural Network (Specific Model)	11	0.844	7721	207.86575342465753	268091	0.39	365	42	12831	None
31	43.84	12.59	Neural Network (Specific Model)	11	0.867	11207	275.3924889543446	2579374	0.51	2716	252	45148	None
314	7.9	0.01	Neural Network (Specific Model)	11	0.894	13346	289.32824427480915	253635	0.45	262	25	27843	None
33	65.78	20.95	Gradient Boost (General Model)	11	0.872	5486	248.65125334631298	3503916	0.39	4109	752	16977	None
34	29.93	3.02	Neural Network (Specific Model)	11	0.868	2500	243.75711982804944	1562656	0.49	1861	565	23987	None
35	26.77	9.41	Neural Network (Specific Model)	11	0.899	2500	259.36881868131866	1258087	0.43	1456	464	10868	None
369	22.69	2.88	Neural Network (Specific Model)	11	0.896	12506	304.8135283363803	557428	0.51	547	67	28930	None
38	23.04	7.54	Neural Network (Specific Model)	11	0.883	8959	257.75972723626154	2175812	0.49	2493	299	33309	None
39	68.92	47.93	Neural Network (Specific Model)	11	0.893	4866	257.3729949724683	3602638	0.37	4177	840	29044	None
4	82.25	64.46	Gradient Boost (General Model)	11	0.888	2947	272.3689747610136	18156646	0.4	19771	5385	18402	None
405	8.34	1.42	Neural Network (Specific Model)	11	0.645	17346	166.32303370786516	271346	0.42	356	18	29676	None
41	86.83	95.82	Neural Network (Specific Model)	11	0.878	11781	326.59550938337804	9971218	0.59	8952	1008	50609	None
42	95.4	62.5	Gradient Boost (General Model)	11	0.846	9517	286.84821164646763	6872101	0.6	6766	994	41967	None
424	30.57	5.94	Neural Network (Specific Model)	11	0.883	23700	311.20334928229664	881597	0.43	836	42	43568	None
43	43.63	24.9	Gradient Boost (General Model)	11	0.869	3432	230.22252252252252	6151888	0.44	7770	1683	20702	None
45	72.26	8.81	Gradient Boost (General Model)	11	0.853	9319	283.03809171597635	2686277	0.51	2704	382	38652	None
47	29.03	4.13	Neural Network (Specific Model)	11	0.86	2500	243.13319878910193	1676071	0.52	1982	549	14027	None
485	9.49	0.12	Neural Network (Specific Model)	11	0.886	12940	286.86821705426354	250140	0.34	258	20	23783	None
5	48.69	109.17	Neural Network (Specific Model)	11	0.912	9096	326.55282357067694	30569708	0.45	28510	4580	43679	None
50	14.44	0.71	Neural Network (Specific Model)	11	0.896	6969	280.30026455026456	707129	0.34	756	112	18243	None
51	39.17	12.63	Neural Network (Specific Model)	11	0.908	2500	294.3060162601626	2984410	0.42	3075	977	17579	None
52	72.39	52.67	Gradient Boost (General Model)	11	0.883	11018	280.4414382963868	5444330	0.31	5729	618	31921	None
522	17.18	1.2	Neural Network (Specific Model)	11	0.85	15513	282.9126050420168	593338	0.37	595	38	41536	None
526	22.42	1.45	Neural Network (Specific Model)	11	0.843	26489	312.1525885558583	814417	0.48	734	46	39382	None
53	90.06	43.23	Gradient Boost (General Model)	11	0.879	17073	290.5728318469691	7654924	0.45	7737	537	41820	None
54	61.59	21.16	Gradient Boost (General Model)	11	0.884	12028	292.36350175828244	5349209	0.43	5403	548	37741	None
545	10.17	0.54	Neural Network (Specific Model)	11	0.887	14274	268.5132275132275	513255	0.35	567	37	28989	None
55	85.05	52.7	Neural Network (Specific Model)	11	0.895	16232	335.918995129454	8776113	0.44	7802	664	44656	None
56	94.37	60.85	Neural Network (Specific Model)	11	0.869	10540	294.66096866096865	6060112	0.65	5967	742	39477	None
561	17.15	0.14	Neural Network (Specific Model)	11	0.889	17769	339.6304347826087	525855	0.43	460	32	46946	None
57	90.9	41.1	Gradient Boost (General Model)	11	0.874	8867	278.3130111524164	5128184	0.49	5380	802	39186	None
58	6.62	0.38	Neural Network (Specific Model)	11	0.927	2500	301.3962703962704	417680	0.5	429	144	9684	None
6	94.51	90.43	Neural Network (Specific Model)	11	0.863	5860	252.80038684719537	15865755	0.45	18095	3378	46596	None
60	53.61	15.32	Gradient Boost (General Model)	11	0.888	2500	270.35968	2849719	0.42	3125	900	19166	None
63	76.55	35.81	Gradient Boost (General Model)	11	0.878	7403	282.92675809746135	3308783	0.48	3427	550	31256	None
634	10.3	0.27	Neural Network (Specific Model)	11	0.897	19252	316.56611570247935	511262	0.38	484	27	43986	None
65	85.71	13.24	Gradient Boost (General Model)	11	0.875	7165	266.0109993714645	2896096	0.58	3182	572	43764	None
67	88.84	63.13	Neural Network (Specific Model)	11	0.859	9523	268.23635936030104	3975570	0.38	4252	601	45678	None
68	89.63	34.53	Gradient Boost (General Model)	11	0.856	10177	299.6740345528455	4127874	0.56	3936	554	38266	None
69	80.17	25.88	Gradient Boost (General Model)	11	0.901	8933	272.5117554858934	3463621	0.32	3828	548	31265	None
7	91.69	116.29	Neural Network (Specific Model)	11	0.884	9470	283.93334435443876	29089605	0.59	30245	4332	40028	None
71	89.07	60.18	Neural Network (Specific Model)	11	0.891	9266	266.4172510518934	3829619	0.37	4278	521	40449	None
72	38.0	17.13	Neural Network (Specific Model)	11	0.877	5547	242.02009936766035	3654394	0.35	4428	779	32732	None
73	100.0	69.39	Gradient Boost (General Model)	11	0.869	12812	284.0871707409513	5167901	0.29	5277	575	33325	None
74	90.51	65.01	Neural Network (Specific Model)	11	0.899	13417	301.4344645397277	4945260	0.36	4921	472	43123	None
75	37.75	4.26	Neural Network (Specific Model)	11	0.852	5698	258.89644012944984	1124183	0.48	1236	240	18865	None
76	92.93	70.0	Neural Network (Specific Model)	11	0.911	10315	290.4384778012685	4520861	0.39	4730	594	46831	None
77	81.3	1.93	Neural Network (Specific Model)	11	0.885	10148	277.21656777727065	4110570	0.58	4382	613	34274	None
78	40.83	16.64	Gradient Boost (General Model)	11	0.854	4883	260.73830991822183	4359192	0.38	4769	1004	29463	None
79	31.03	4.21	Neural Network (Specific Model)	11	0.891	2790	273.04419889502765	1161776	0.43	1267	347	16122	None
8	0.0	91.53	Neural Network (Specific Model)	11	0.888	9762	286.3552232092657	34359498	0.51	35572	4902	47708	None
80	30.66	5.69	Neural Network (Specific Model)	11	0.874	6599	281.447782546495	1347745	0.5	1398	262	35366	None
81	40.11	18.8	Neural Network (Specific Model)	11	0.888	3524	280.08225214198285	3856164	0.48	4085	1050	24645	None
82	61.58	11.64	Neural Network (Specific Model)	11	0.882	6933	303.6015986537652	2450112	0.41	2377	459	37619	None
83	21.47	0.08	Neural Network (Specific Model)	11	0.903	4895	282.54916512059367	505038	0.58	539	117	28807	None
84	67.82	30.14	Neural Network (Specific Model)	11	0.863	6563	301.15445370776655	2381492	0.63	2279	413	36016	None
85	75.99	5.32	Neural Network (Specific Model)	11	0.886	9494	336.6727861771058	2107875	0.51	1852	321	28985	None
86	23.13	0.72	Neural Network (Specific Model)	11	0.86	2500	228.99190647482015	886180	0.52	1112	330	8892	None
87	86.2	34.19	Neural Network (Specific Model)	11	0.877	9397	241.14745098039216	3147052	0.32	3825	450	44740	None
874	13.53	0.5	Neural Network (Specific Model)	11	0.882	19239	320.1730769230769	960211	0.39	884	53	33727	None
88	38.13	9.82	Gradient Boost (General Model)	11	0.892	6352	239.04163890739508	2405874	0.32	3002	466	23120	None
89	25.52	2.14	Neural Network (Specific Model)	11	0.925	2500	293.63231197771586	682778	0.6	718	224	13614	None
9	87.47	74.09	Gradient Boost (General Model)	11	0.902	7105	283.2418640576725	18253674	0.51	19420	3408	36008	None
90	25.4	7.95	Neural Network (Specific Model)	11	0.876	2500	250.20259481037925	855482	0.46	1002	309	12599	None
91	81.7	26.06	Gradient Boost (General Model)	11	0.877	9751	297.3035455861071	2809140	0.62	2764	398	38886	None
93	25.5	11.82	Neural Network (Specific Model)	11	0.873	3862	252.89567901234568	1405476	0.52	1620	369	13486	None
94	6.75	0.4	Neural Network (Specific Model)	11	0.876	2500	203.6969696969697	389631	0.48	561	137	10909	None
95	65.49	15.3	Neural Network (Specific Model)	11	0.866	8119	299.73623978201636	1901537	0.4	1835	312	25837	None
96	76.72	32.01	Neural Network (Specific Model)	11	0.849	8592	272.11552795031054	2318088	0.44	2415	392	54271	None
99	63.87	10.75	Neural Network (Specific Model)	11	0.879	8583	315.935703084161	2059904	0.55	1913	318	26961	None
